FAMILLE;Période;Quantité;Taux de TVA;CA TTC;CA HT
E-BUSINESS 0 %;2/10/2025;1;0,0%;20,00 €;20,00 €
Jeux instantanés;2/10/2025;284;0,0%;1 166,00 €;1 166,00 €
Loto;2/10/2025;90;0,0%;871,80 €;871,80 €
MONETIQUE 0 %;2/10/2025;3;0,0%;110,00 €;110,00 €
Papier tubes et filtres;2/10/2025;38;20,0%;59,60 €;49,70 €
Tabac;2/10/2025;312;0,0%;4 236,35 €;4 236,35 €
Timbres poste;2/10/2025;3;0,0%;4,17 €;4,17 €
 paiement proximite;3/10/2025;1;0,0%;69,66 €;69,66 €
Accessoires fumeurs;3/10/2025;9;20,0%;26,10 €;21,75 €
Articles Divers Logista 20%;3/10/2025;22;20,0%;174,00 €;145,00 €
Bar 10%;3/10/2025;163;10,0%;269,30 €;244,66 €
Bar 20%;3/10/2025;206;20,0%;561,10 €;467,57 €
Boissons à emporter;3/10/2025;3;5,5%;7,50 €;7,11 €
Briquets;3/10/2025;3;20,0%;5,10 €;4,26 €
Chewing Gum;3/10/2025;4;20,0%;7,10 €;5,91 €
Confiserie 20%;3/10/2025;2;20,0%;3,60 €;3,00 €
Confiserie 5,5%;3/10/2025;4;5,5%;5,80 €;5,50 €
Jeux instantanés;3/10/2025;468;0,0%;1 821,00 €;1 821,00 €
Loto;3/10/2025;97;0,0%;807,10 €;807,10 €
MONETIQUE 0 %;3/10/2025;2;0,0%;110,00 €;110,00 €
Papier tubes et filtres;3/10/2025;48;20,0%;76,10 €;63,46 €
Tabac;3/10/2025;391;0,0%;5 317,80 €;5 317,80 €
Timbres poste;3/10/2025;31;0,0%;43,09 €;43,09 €
 paiement proximite;4/10/2025;1;0,0%;45,00 €;45,00 €
Accessoires fumeurs;4/10/2025;9;20,0%;26,10 €;21,75 €
Articles Divers Logista 20%;4/10/2025;13;20,0%;127,00 €;105,83 €
Bar 10%;4/10/2025;149;10,0%;221,50 €;201,19 €
Bar 20%;4/10/2025;161;20,0%;418,80 €;348,99 €
Boissons à emporter;4/10/2025;7;5,5%;16,50 €;15,64 €
Briquets;4/10/2025;4;20,0%;7,10 €;5,93 €
Chewing Gum;4/10/2025;7;20,0%;11,60 €;9,67 €
Confiserie 20%;4/10/2025;6;20,0%;10,80 €;9,00 €
Confiserie 5,5%;4/10/2025;4;5,5%;6,20 €;5,89 €
Jeux instantanés;4/10/2025;414;0,0%;1 774,00 €;1 774,00 €
Loto;4/10/2025;117;0,0%;1 608,20 €;1 608,20 €
MONETIQUE 0 %;4/10/2025;6;0,0%;167,00 €;167,00 €
Papier tubes et filtres;4/10/2025;43;20,0%;74,20 €;61,86 €
Tabac;4/10/2025;418;0,0%;5 661,25 €;5 661,25 €
TELEPHONIE 20.00 %;4/10/2025;1;20,0%;19,99 €;16,66 €
Timbres poste;4/10/2025;6;0,0%;23,63 €;23,63 €
Accessoires fumeurs;5/10/2025;11;20,0%;33,00 €;27,49 €
Articles Divers Logista 20%;5/10/2025;6;20,0%;20,00 €;16,67 €
Bar 10%;5/10/2025;181;10,0%;274,10 €;249,02 €
Bar 20%;5/10/2025;174;20,0%;487,20 €;406,00 €
Boissons à emporter;5/10/2025;2;5,5%;5,00 €;4,74 €
Briquets;5/10/2025;4;20,0%;7,40 €;6,18 €
Chewing Gum;5/10/2025;4;20,0%;7,10 €;5,91 €
Cigarettes Electroniques;5/10/2025;1;20,0%;4,80 €;4,00 €
Confiserie 20%;5/10/2025;11;20,0%;19,80 €;16,50 €
Confiserie 5,5%;5/10/2025;5;5,5%;8,40 €;7,98 €
Jeux instantanés;5/10/2025;357;0,0%;1 442,00 €;1 442,00 €
Loto;5/10/2025;85;0,0%;1 703,90 €;1 703,90 €
MONETIQUE 0 %;5/10/2025;2;0,0%;20,00 €;20,00 €
Papier tubes et filtres;5/10/2025;39;20,0%;65,60 €;54,69 €
Tabac;5/10/2025;260;0,0%;3 567,45 €;3 567,45 €
 paiement proximite;6/10/2025;1;0,0%;37,50 €;37,50 €
Accessoires fumeurs;6/10/2025;12;20,0%;30,30 €;25,24 €
Articles Divers Logista 20%;6/10/2025;7;20,0%;37,40 €;31,17 €
Bar 10%;6/10/2025;177;10,0%;267,20 €;242,70 €
Bar 20%;6/10/2025;141;20,0%;383,60 €;319,65 €
Boissons à emporter;6/10/2025;7;5,5%;15,50 €;14,69 €
Briquets;6/10/2025;4;20,0%;7,40 €;6,18 €
Chewing Gum;6/10/2025;4;20,0%;12,00 €;10,00 €
Cigarettes Electroniques;6/10/2025;2;20,0%;9,60 €;8,00 €
Confiserie 20%;6/10/2025;1;20,0%;1,80 €;1,50 €
Confiserie 5,5%;6/10/2025;2;5,5%;3,60 €;3,41 €
Jeux instantanés;6/10/2025;375;0,0%;1 536,00 €;1 536,00 €
Loto;6/10/2025;91;0,0%;938,50 €;938,50 €
MONETIQUE 0 %;6/10/2025;3;0,0%;323,00 €;323,00 €
Papier tubes et filtres;6/10/2025;64;20,0%;131,90 €;109,95 €
Tabac;6/10/2025;414;0,0%;5 583,95 €;5 583,95 €
TELEPHONIE 20.00 %;6/10/2025;1;20,0%;9,99 €;8,33 €
Timbres poste;6/10/2025;12;0,0%;16,68 €;16,68 €
Accessoires fumeurs;7/10/2025;1;20,0%;4,20 €;3,50 €
Articles Divers Logista 20%;7/10/2025;13;20,0%;108,10 €;90,09 €
Bar 10%;7/10/2025;158;10,0%;256,20 €;232,73 €
Bar 20%;7/10/2025;182;20,0%;603,70 €;503,07 €
Boissons à emporter;7/10/2025;7;5,5%;16,50 €;15,64 €
Briquets;7/10/2025;1;20,0%;1,70 €;1,42 €
CBD;7/10/2025;2;20,0%;13,40 €;11,17 €
Cigarettes Electroniques;7/10/2025;1;20,0%;4,80 €;4,00 €
Confiserie 20%;7/10/2025;9;20,0%;16,90 €;14,08 €
Jeux instantanés;7/10/2025;383;0,0%;1 694,00 €;1 694,00 €
Loto;7/10/2025;86;0,0%;1 446,10 €;1 446,10 €
MONETIQUE 0 %;7/10/2025;1;0,0%;50,00 €;50,00 €
Papier tubes et filtres;7/10/2025;55;20,0%;100,80 €;84,01 €
Publication;7/10/2025;1;0,0%;1,10 €;1,10 €
Tabac;7/10/2025;389;0,0%;5 365,05 €;5 365,05 €
TELEPHONIE 20.00 %;7/10/2025;1;20,0%;14,99 €;12,49 €
Timbres poste;7/10/2025;7;0,0%;9,73 €;9,73 €
 paiement proximite;8/10/2025;1;0,0%;222,50 €;222,50 €
Accessoires fumeurs;8/10/2025;1;20,0%;19,00 €;15,83 €
Articles Divers Logista 20%;8/10/2025;21;20,0%;175,10 €;145,91 €
Bar 10%;8/10/2025;169;10,0%;273,40 €;248,36 €
Bar 20%;8/10/2025;153;20,0%;389,00 €;324,19 €
Boissons à emporter;8/10/2025;11;5,5%;26,50 €;25,12 €
Briquets;8/10/2025;12;20,0%;22,20 €;18,53 €
CBD;8/10/2025;3;20,0%;17,30 €;14,42 €
Chewing Gum;8/10/2025;3;20,0%;7,50 €;6,25 €
Cigarettes Electroniques;8/10/2025;2;20,0%;9,60 €;8,00 €
Confiserie 20%;8/10/2025;4;20,0%;7,10 €;5,92 €
Jeux instantanés;8/10/2025;351;0,0%;1 508,00 €;1 508,00 €
Loto;8/10/2025;87;0,0%;1 213,40 €;1 213,40 €
MONETIQUE 0 %;8/10/2025;4;0,0%;826,00 €;826,00 €
Papier tubes et filtres;8/10/2025;52;20,0%;91,40 €;76,19 €
Tabac;8/10/2025;352;0,0%;4 759,95 €;4 759,95 €
TELEPHONIE 20.00 %;8/10/2025;1;20,0%;9,99 €;8,33 €
Timbres poste;8/10/2025;12;0,0%;16,68 €;16,68 €
 paiement proximite;9/10/2025;1;0,0%;45,00 €;45,00 €
Accessoires fumeurs;9/10/2025;1;20,0%;9,90 €;8,25 €
Articles Divers Logista 20%;9/10/2025;9;20,0%;48,00 €;40,00 €
Bar 10%;9/10/2025;137;10,0%;217,90 €;197,91 €
Bar 20%;9/10/2025;165;20,0%;408,30 €;340,27 €
Boissons à emporter;9/10/2025;4;5,5%;9,00 €;8,53 €
Briquets;9/10/2025;8;20,0%;14,80 €;12,36 €
CBD;9/10/2025;1;20,0%;9,50 €;7,92 €
Chewing Gum;9/10/2025;4;20,0%;9,00 €;7,50 €
Confiserie 20%;9/10/2025;5;20,0%;11,00 €;9,16 €
Jeux instantanés;9/10/2025;457;0,0%;2 121,00 €;2 121,00 €
Loto;9/10/2025;76;0,0%;932,60 €;932,60 €
MONETIQUE 0 %;9/10/2025;3;0,0%;341,50 €;341,50 €
Papier tubes et filtres;9/10/2025;55;20,0%;99,60 €;83,03 €
Publication;9/10/2025;2;0,0%;2,20 €;2,20 €
Tabac;9/10/2025;360;0,0%;4 885,15 €;4 885,15 €
TELEPHONIE 20.00 %;9/10/2025;1;20,0%;5,00 €;4,17 €
Timbres poste;9/10/2025;4;0,0%;5,56 €;5,56 €
 paiement proximite;10/10/2025;1;0,0%;80,37 €;80,37 €
Accessoires fumeurs;10/10/2025;1;20,0%;4,90 €;4,08 €
Articles Divers Logista 20%;10/10/2025;7;20,0%;60,90 €;50,75 €
Bar 10%;10/10/2025;174;10,0%;251,90 €;228,85 €
Bar 20%;10/10/2025;241;20,0%;624,30 €;520,30 €
Boissons à emporter;10/10/2025;10;5,5%;25,00 €;23,70 €
Briquets;10/10/2025;4;20,0%;8,00 €;6,68 €
Chewing Gum;10/10/2025;2;20,0%;6,00 €;5,00 €
Confiserie 20%;10/10/2025;8;20,0%;14,40 €;11,99 €
Jeux instantanés;10/10/2025;279;0,0%;1 077,00 €;1 077,00 €
Loto;10/10/2025;92;0,0%;1 074,30 €;1 074,30 €
MONETIQUE 0 %;10/10/2025;4;0,0%;450,00 €;450,00 €
Papier tubes et filtres;10/10/2025;64;20,0%;122,80 €;102,33 €
Tabac;10/10/2025;407;0,0%;5 753,25 €;5 753,25 €
TELEPHONIE 20.00 %;10/10/2025;1;20,0%;16,99 €;14,16 €
Timbres poste;10/10/2025;1;0,0%;1,39 €;1,39 €
 paiement proximite;11/10/2025;1;0,0%;92,10 €;92,10 €
Accessoires fumeurs;11/10/2025;4;20,0%;25,00 €;20,84 €
Articles Divers Logista 20%;11/10/2025;11;20,0%;75,00 €;62,50 €
Bar 10%;11/10/2025;190;10,0%;315,70 €;286,83 €
Bar 20%;11/10/2025;147;20,0%;444,90 €;370,69 €
Boissons à emporter;11/10/2025;10;5,5%;25,00 €;23,70 €
Briquets;11/10/2025;5;20,0%;9,40 €;7,85 €
CBD;11/10/2025;4;20,0%;21,20 €;17,67 €
Chewing Gum;11/10/2025;3;20,0%;7,50 €;6,25 €
Cigarettes Electroniques;11/10/2025;3;20,0%;14,40 €;12,00 €
Confiserie 20%;11/10/2025;6;20,0%;8,20 €;6,83 €
Jeux instantanés;11/10/2025;487;0,0%;2 029,00 €;2 029,00 €
Loto;11/10/2025;72;0,0%;748,90 €;748,90 €
MONETIQUE 0 %;11/10/2025;3;0,0%;280,00 €;280,00 €
Papier tubes et filtres;11/10/2025;63;20,0%;120,30 €;100,25 €
Tabac;11/10/2025;379;0,0%;5 213,40 €;5 213,40 €
Timbres poste;11/10/2025;1;0,0%;16,68 €;16,68 €
Accessoires fumeurs;12/10/2025;2;20,0%;23,50 €;19,58 €
Articles Divers Logista 20%;12/10/2025;11;20,0%;59,10 €;49,25 €
Bar 10%;12/10/2025;176;10,0%;307,10 €;279,02 €
Bar 20%;12/10/2025;153;20,0%;501,90 €;418,30 €
Boissons à emporter;12/10/2025;6;5,5%;15,00 €;14,22 €
Briquets;12/10/2025;2;20,0%;3,40 €;2,84 €
Chewing Gum;12/10/2025;4;20,0%;7,50 €;6,25 €
Cigarettes Electroniques;12/10/2025;1;20,0%;4,80 €;4,00 €
Confiserie 20%;12/10/2025;5;20,0%;5,90 €;4,91 €
Jeux instantanés;12/10/2025;379;0,0%;1 447,00 €;1 447,00 €
Loto;12/10/2025;51;0,0%;975,70 €;975,70 €
MONETIQUE 0 %;12/10/2025;4;0,0%;205,00 €;205,00 €
Papier tubes et filtres;12/10/2025;54;20,0%;104,60 €;87,17 €
Publication;12/10/2025;1;0,0%;1,20 €;1,20 €
Tabac;12/10/2025;265;0,0%;3 527,15 €;3 527,15 €
 paiement proximite;13/10/2025;1;0,0%;236,34 €;236,34 €
Accessoires fumeurs;13/10/2025;2;20,0%;6,90 €;5,75 €
Articles Divers Logista 20%;13/10/2025;5;20,0%;21,30 €;17,75 €
Bar 10%;13/10/2025;140;10,0%;240,70 €;218,67 €
Bar 20%;13/10/2025;186;20,0%;518,40 €;432,01 €
Boissons à emporter;13/10/2025;3;5,5%;7,50 €;7,11 €
Briquets;13/10/2025;13;20,0%;25,10 €;20,95 €
CBD;13/10/2025;2;20,0%;7,80 €;6,50 €
Chewing Gum;13/10/2025;5;20,0%;9,00 €;7,50 €
Confiserie 20%;13/10/2025;6;20,0%;10,80 €;9,00 €
Jeux instantanés;13/10/2025;252;0,0%;983,00 €;983,00 €
Loto;13/10/2025;83;0,0%;667,50 €;667,50 €
MONETIQUE 0 %;13/10/2025;4;0,0%;545,00 €;545,00 €
Papier tubes et filtres;13/10/2025;56;20,0%;102,20 €;85,19 €
Publication;13/10/2025;1;0,0%;1,40 €;1,40 €
Tabac;13/10/2025;405;0,0%;5 432,55 €;5 432,55 €
Timbres poste;13/10/2025;3;0,0%;34,75 €;34,75 €
 paiement proximite;14/10/2025;2;0,0%;232,00 €;232,00 €
Accessoires fumeurs;14/10/2025;3;20,0%;6,00 €;5,01 €
Articles Divers Logista 20%;14/10/2025;4;20,0%;4,00 €;3,33 €
Bar 10%;14/10/2025;164;10,0%;262,70 €;238,66 €
Bar 20%;14/10/2025;160;20,0%;410,50 €;342,13 €
Boissons à emporter;14/10/2025;8;5,5%;19,00 €;18,01 €
Briquets;14/10/2025;7;20,0%;12,80 €;10,69 €
CBD;14/10/2025;1;20,0%;3,90 €;3,25 €
Chewing Gum;14/10/2025;2;20,0%;4,50 €;3,75 €
Cigarettes Electroniques;14/10/2025;3;20,0%;14,40 €;12,00 €
Confiserie 20%;14/10/2025;7;20,0%;13,40 €;11,16 €
Jeux instantanés;14/10/2025;307;0,0%;1 454,00 €;1 454,00 €
Loto;14/10/2025;78;0,0%;855,40 €;855,40 €
MONETIQUE 0 %;14/10/2025;3;0,0%;70,00 €;70,00 €
Papier tubes et filtres;14/10/2025;49;20,0%;86,80 €;72,35 €
Tabac;14/10/2025;452;0,0%;6 158,85 €;6 158,85 €
Timbres poste;14/10/2025;2;0,0%;33,36 €;33,36 €
 paiement proximite;15/10/2025;3;0,0%;258,00 €;258,00 €
Accessoires fumeurs;15/10/2025;1;20,0%;2,00 €;1,67 €
Articles Divers Logista 20%;15/10/2025;17;20,0%;125,00 €;104,17 €
Bar 10%;15/10/2025;138;10,0%;212,10 €;192,67 €
Bar 20%;15/10/2025;146;20,0%;373,20 €;311,01 €
Boissons à emporter;15/10/2025;6;5,5%;14,00 €;13,27 €
Briquets;15/10/2025;4;20,0%;7,40 €;6,18 €
CBD;15/10/2025;4;20,0%;30,70 €;25,58 €
Chewing Gum;15/10/2025;4;20,0%;6,00 €;5,00 €
Confiserie 20%;15/10/2025;12;20,0%;14,00 €;11,67 €
Jeux instantanés;15/10/2025;193;0,0%;754,00 €;754,00 €
Loto;15/10/2025;68;0,0%;634,50 €;634,50 €
MONETIQUE 0 %;15/10/2025;4;0,0%;343,00 €;343,00 €
Papier tubes et filtres;15/10/2025;46;20,0%;84,90 €;70,76 €
Tabac;15/10/2025;408;0,0%;5 479,65 €;5 479,65 €
Timbres poste;15/10/2025;11;0,0%;15,29 €;15,29 €
 paiement proximite;16/10/2025;1;0,0%;103,95 €;103,95 €
Accessoires fumeurs;16/10/2025;1;20,0%;2,00 €;1,67 €
Articles Divers Logista 20%;16/10/2025;15;20,0%;119,00 €;99,16 €
Bar 10%;16/10/2025;133;10,0%;195,20 €;177,33 €
Bar 20%;16/10/2025;124;20,0%;368,70 €;307,27 €
Boissons à emporter;16/10/2025;6;5,5%;14,00 €;13,27 €
Briquets;16/10/2025;2;20,0%;3,40 €;2,84 €
CBD;16/10/2025;2;20,0%;7,80 €;6,50 €
Chewing Gum;16/10/2025;5;20,0%;10,50 €;8,75 €
Confiserie 20%;16/10/2025;12;20,0%;21,00 €;17,51 €
Jeux instantanés;16/10/2025;257;0,0%;1 072,00 €;1 072,00 €
Loto;16/10/2025;66;0,0%;706,50 €;706,50 €
MONETIQUE 0 %;16/10/2025;5;0,0%;240,00 €;240,00 €
Papier tubes et filtres;16/10/2025;39;20,0%;77,40 €;64,52 €
Publication;16/10/2025;2;0,0%;2,20 €;2,20 €
Tabac;16/10/2025;395;0,0%;5 307,60 €;5 307,60 €
TELEPHONIE 20.00 %;16/10/2025;1;20,0%;9,99 €;8,33 €
Timbres poste;16/10/2025;14;0,0%;19,46 €;19,46 €
 paiement proximite;17/10/2025;1;0,0%;100,13 €;100,13 €
Accessoires fumeurs;17/10/2025;1;20,0%;4,00 €;3,33 €
Articles Divers Logista 20%;17/10/2025;1;20,0%;9,00 €;7,50 €
Bar 10%;17/10/2025;130;10,0%;243,60 €;221,32 €
Bar 20%;17/10/2025;183;20,0%;508,50 €;423,76 €
Boissons à emporter;17/10/2025;1;5,5%;2,50 €;2,37 €
Briquets;17/10/2025;8;20,0%;14,50 €;12,11 €
CBD;17/10/2025;2;20,0%;7,80 €;6,50 €
Chewing Gum;17/10/2025;3;20,0%;7,50 €;6,25 €
Confiserie 20%;17/10/2025;6;20,0%;9,40 €;7,84 €
E-BUSINESS 0 %;17/10/2025;1;0,0%;50,00 €;50,00 €
Jeux instantanés;17/10/2025;257;0,0%;1 032,00 €;1 032,00 €
Loto;17/10/2025;78;0,0%;793,10 €;793,10 €
MONETIQUE 0 %;17/10/2025;4;0,0%;120,00 €;120,00 €
Papier tubes et filtres;17/10/2025;64;20,0%;113,90 €;94,95 €
Publication;17/10/2025;1;0,0%;1,10 €;1,10 €
Tabac;17/10/2025;396;0,0%;5 400,10 €;5 400,10 €
Timbres poste;17/10/2025;4;0,0%;36,14 €;36,14 €
Articles Divers Logista 20%;18/10/2025;10;20,0%;55,00 €;45,84 €
Bar 10%;18/10/2025;152;10,0%;260,60 €;236,81 €
Bar 20%;18/10/2025;152;20,0%;382,00 €;318,31 €
Boissons à emporter;18/10/2025;7;5,5%;17,50 €;16,59 €
Briquets;18/10/2025;10;20,0%;18,20 €;15,20 €
CBD;18/10/2025;2;20,0%;22,90 €;19,08 €
Chewing Gum;18/10/2025;1;20,0%;1,50 €;1,25 €
Cigarettes Electroniques;18/10/2025;5;20,0%;24,00 €;20,00 €
Confiserie 20%;18/10/2025;4;20,0%;5,50 €;4,58 €
Jeux instantanés;18/10/2025;378;0,0%;1 584,00 €;1 584,00 €
Loto;18/10/2025;97;0,0%;1 146,20 €;1 146,20 €
MONETIQUE 0 %;18/10/2025;4;0,0%;195,00 €;195,00 €
Papier tubes et filtres;18/10/2025;32;20,0%;58,70 €;48,91 €
Publication;18/10/2025;2;0,0%;2,90 €;2,90 €
Tabac;18/10/2025;413;0,0%;5 444,65 €;5 444,65 €
Timbres poste;18/10/2025;6;0,0%;8,34 €;8,34 €
 paiement proximite;19/10/2025;1;0,0%;45,00 €;45,00 €
Accessoires fumeurs;19/10/2025;2;20,0%;6,90 €;5,75 €
Articles Divers Logista 20%;19/10/2025;6;20,0%;31,90 €;26,59 €
Bar 10%;19/10/2025;193;10,0%;365,80 €;332,36 €
Bar 20%;19/10/2025;221;20,0%;700,90 €;584,11 €
Boissons à emporter;19/10/2025;8;5,5%;20,00 €;18,96 €
Briquets;19/10/2025;4;20,0%;7,70 €;6,43 €
CBD;19/10/2025;1;20,0%;19,00 €;15,83 €
Chewing Gum;19/10/2025;1;20,0%;1,50 €;1,25 €
Cigarettes Electroniques;19/10/2025;3;20,0%;14,40 €;12,00 €
Confiserie 20%;19/10/2025;8;20,0%;10,80 €;9,00 €
Jeux instantanés;19/10/2025;343;0,0%;1 270,00 €;1 270,00 €
Loto;19/10/2025;116;0,0%;1 068,30 €;1 068,30 €
MONETIQUE 0 %;19/10/2025;6;0,0%;330,00 €;330,00 €
Papier tubes et filtres;19/10/2025;44;20,0%;76,70 €;63,92 €
Publication;19/10/2025;2;0,0%;2,40 €;2,40 €
Tabac;19/10/2025;256;0,0%;3 350,20 €;3 350,20 €
Accessoires fumeurs;20/10/2025;1;20,0%;1,00 €;0,83 €
Articles Divers Logista 20%;20/10/2025;7;20,0%;40,00 €;33,33 €
Bar 10%;20/10/2025;145;10,0%;211,20 €;191,81 €
Bar 20%;20/10/2025;150;20,0%;423,50 €;352,95 €
Boissons à emporter;20/10/2025;2;5,5%;5,00 €;4,74 €
Briquets;20/10/2025;8;20,0%;14,50 €;12,10 €
CBD;20/10/2025;2;20,0%;38,00 €;31,66 €
Chewing Gum;20/10/2025;3;20,0%;4,50 €;3,75 €
Confiserie 20%;20/10/2025;8;20,0%;13,10 €;10,92 €
Jeux instantanés;20/10/2025;258;0,0%;1 041,00 €;1 041,00 €
Loto;20/10/2025;76;0,0%;871,80 €;871,80 €
MONETIQUE 0 %;20/10/2025;3;0,0%;138,50 €;138,50 €
Papier tubes et filtres;20/10/2025;52;20,0%;95,00 €;79,21 €
Publication;20/10/2025;1;0,0%;1,40 €;1,40 €
Tabac;20/10/2025;402;0,0%;5 435,00 €;5 435,00 €
TELEPHONIE 20.00 %;20/10/2025;1;20,0%;9,99 €;8,33 €
Timbres poste;20/10/2025;2;0,0%;2,78 €;2,78 €
 paiement proximite;21/10/2025;1;0,0%;45,00 €;45,00 €
Accessoires fumeurs;21/10/2025;2;20,0%;6,20 €;5,17 €
Articles Divers Logista 20%;21/10/2025;12;20,0%;75,00 €;62,50 €
Bar 10%;21/10/2025;87;10,0%;128,90 €;117,11 €
Bar 20%;21/10/2025;89;20,0%;339,10 €;282,58 €
Boissons à emporter;21/10/2025;2;5,5%;5,00 €;4,74 €
Briquets;21/10/2025;2;20,0%;3,40 €;2,84 €
Chewing Gum;21/10/2025;2;20,0%;3,00 €;2,50 €
Cigarettes Electroniques;21/10/2025;1;20,0%;4,80 €;4,00 €
Confiserie 20%;21/10/2025;7;20,0%;11,60 €;9,66 €
Jeux instantanés;21/10/2025;203;0,0%;796,00 €;796,00 €
Loto;21/10/2025;66;0,0%;729,80 €;729,80 €
Papier tubes et filtres;21/10/2025;50;20,0%;92,20 €;76,85 €
Publication;21/10/2025;3;0,0%;3,60 €;3,60 €
Tabac;21/10/2025;341;0,0%;4 663,35 €;4 663,35 €
Timbres poste;21/10/2025;4;0,0%;36,14 €;36,14 €
Accessoires fumeurs;22/10/2025;2;20,0%;8,70 €;7,25 €
Articles Divers Logista 20%;22/10/2025;15;20,0%;128,00 €;106,66 €
Bar 10%;22/10/2025;131;10,0%;193,00 €;175,35 €
Bar 20%;22/10/2025;173;20,0%;467,30 €;389,48 €
Boissons à emporter;22/10/2025;3;5,5%;5,50 €;5,21 €
Briquets;22/10/2025;2;20,0%;4,00 €;3,34 €
Chewing Gum;22/10/2025;4;20,0%;7,50 €;6,25 €
Confiserie 20%;22/10/2025;9;20,0%;16,10 €;13,42 €
Jeux instantanés;22/10/2025;229;0,0%;931,00 €;931,00 €
Loto;22/10/2025;92;0,0%;1 401,20 €;1 401,20 €
MONETIQUE 0 %;22/10/2025;3;0,0%;74,00 €;74,00 €
Papier tubes et filtres;22/10/2025;43;20,0%;80,60 €;67,19 €
Tabac;22/10/2025;378;0,0%;4 997,65 €;4 997,65 €
Accessoires fumeurs;23/10/2025;1;20,0%;19,00 €;15,83 €
Articles Divers Logista 20%;23/10/2025;3;20,0%;27,00 €;22,50 €
Bar 10%;23/10/2025;121;10,0%;180,50 €;163,95 €
Bar 20%;23/10/2025;188;20,0%;506,00 €;421,66 €
Boissons à emporter;23/10/2025;3;5,5%;6,50 €;6,16 €
Briquets;23/10/2025;5;20,0%;9,10 €;7,60 €
Cigarettes Electroniques;23/10/2025;5;20,0%;24,00 €;20,00 €
Confiserie 20%;23/10/2025;3;20,0%;3,70 €;3,08 €
Jeux instantanés;23/10/2025;216;0,0%;896,00 €;896,00 €
Loto;23/10/2025;61;0,0%;597,70 €;597,70 €
MONETIQUE 0 %;23/10/2025;1;0,0%;10,00 €;10,00 €
Papier tubes et filtres;23/10/2025;49;20,0%;89,30 €;74,43 €
Publication;23/10/2025;3;0,0%;3,30 €;3,30 €
Tabac;23/10/2025;355;0,0%;4 879,30 €;4 879,30 €
Timbres poste;23/10/2025;9;0,0%;27,80 €;27,80 €
Articles Divers Logista 20%;24/10/2025;10;20,0%;59,40 €;49,50 €
Bar 10%;24/10/2025;125;10,0%;203,30 €;184,66 €
Bar 20%;24/10/2025;167;20,0%;575,50 €;479,60 €
Boissons à emporter;24/10/2025;5;5,5%;12,50 €;11,85 €
Briquets;24/10/2025;5;20,0%;8,80 €;7,35 €
CBD;24/10/2025;1;20,0%;3,90 €;3,25 €
Chewing Gum;24/10/2025;2;20,0%;4,50 €;3,75 €
Confiserie 20%;24/10/2025;4;20,0%;6,40 €;5,34 €
Jeux instantanés;24/10/2025;327;0,0%;1 112,00 €;1 112,00 €
Loto;24/10/2025;90;0,0%;594,40 €;594,40 €
MONETIQUE 0 %;24/10/2025;1;0,0%;70,00 €;70,00 €
Papier tubes et filtres;24/10/2025;48;20,0%;86,00 €;71,69 €
Publication;24/10/2025;4;0,0%;4,40 €;4,40 €
Tabac;24/10/2025;394;0,0%;5 241,65 €;5 241,65 €
TELEPHONIE 20.00 %;24/10/2025;1;20,0%;5,00 €;4,17 €
Accessoires fumeurs;25/10/2025;1;20,0%;4,20 €;3,50 €
Articles Divers Logista 20%;25/10/2025;4;20,0%;31,80 €;26,50 €
Bar 10%;25/10/2025;162;10,0%;262,10 €;238,08 €
Bar 20%;25/10/2025;191;20,0%;682,10 €;568,45 €
Briquets;25/10/2025;7;20,0%;13,10 €;10,93 €
CBD;25/10/2025;2;20,0%;7,80 €;6,50 €
Chewing Gum;25/10/2025;2;20,0%;4,50 €;3,75 €
Cigarettes Electroniques;25/10/2025;1;20,0%;4,80 €;4,00 €
Confiserie 20%;25/10/2025;8;20,0%;15,10 €;12,58 €
Jeux instantanés;25/10/2025;410;0,0%;1 748,00 €;1 748,00 €
Loto;25/10/2025;102;0,0%;1 393,60 €;1 393,60 €
MONETIQUE 0 %;25/10/2025;5;0,0%;155,00 €;155,00 €
Papier tubes et filtres;25/10/2025;55;20,0%;104,60 €;87,17 €
Publication;25/10/2025;8;0,0%;11,90 €;11,90 €
Tabac;25/10/2025;373;0,0%;5 020,10 €;5 020,10 €
Timbres poste;25/10/2025;1;0,0%;1,39 €;1,39 €
 paiement proximite;26/10/2025;1;0,0%;45,00 €;45,00 €
Articles Divers Logista 20%;26/10/2025;6;20,0%;25,30 €;21,09 €
Bar 10%;26/10/2025;161;10,0%;238,00 €;216,14 €
Bar 20%;26/10/2025;165;20,0%;530,20 €;441,82 €
Boissons à emporter;26/10/2025;2;5,5%;5,00 €;4,74 €
Briquets;26/10/2025;7;20,0%;12,80 €;10,69 €
Cigarettes Electroniques;26/10/2025;4;20,0%;29,40 €;24,50 €
Confiserie 20%;26/10/2025;6;20,0%;10,40 €;8,66 €
Jeux instantanés;26/10/2025;462;0,0%;1 875,00 €;1 875,00 €
Loto;26/10/2025;101;0,0%;1 669,50 €;1 669,50 €
MONETIQUE 0 %;26/10/2025;1;0,0%;10,00 €;10,00 €
Papier tubes et filtres;26/10/2025;40;20,0%;68,00 €;56,68 €
Publication;26/10/2025;6;0,0%;8,80 €;8,80 €
Tabac;26/10/2025;268;0,0%;3 587,05 €;3 587,05 €
Accessoires fumeurs;27/10/2025;2;20,0%;6,50 €;5,42 €
